"Step","saturate_moe1Bsparse_15B - throughput/device/TPS","saturate_moe1Bsparse_15B - throughput/device/TPS__MIN","saturate_moe1Bsparse_15B - throughput/device/TPS__MAX","saturate_moe1Bolmo_15B - throughput/device/TPS","saturate_moe1Bolmo_15B - throughput/device/TPS__MIN","saturate_moe1Bolmo_15B - throughput/device/TPS__MAX","saturate_135M_15B_03 - throughput/device/TPS","saturate_135M_15B_03 - throughput/device/TPS__MIN","saturate_135M_15B_03 - throughput/device/TPS__MAX","saturate_1B_15B.py - throughput/device/TPS","saturate_1B_15B.py - throughput/device/TPS__MIN","saturate_1B_15B.py - throughput/device/TPS__MAX","saturate_271M_15_2_cont - throughput/device/TPS","saturate_271M_15_2_cont - throughput/device/TPS__MIN","saturate_271M_15_2_cont - throughput/device/TPS__MAX","saturate_271M_15B_2 - throughput/device/TPS","saturate_271M_15B_2 - throughput/device/TPS__MIN","saturate_271M_15B_2 - throughput/device/TPS__MAX"
"127","95103.6328125","95103.6328125","95103.6328125","51338.3515625","51338.3515625","51338.3515625","189706.671875","189706.671875","189706.671875","21354.2578125","21354.2578125","21354.2578125","","","","96115.5234375","96115.5234375","96115.5234375"
"128","94891.90625","94891.90625","94891.90625","51333.21484375","51333.21484375","51333.21484375","189429.734375","189429.734375","189429.734375","21354.525390625","21354.525390625","21354.525390625","","","","95801.859375","95801.859375","95801.859375"
"129","96512.25","96512.25","96512.25","51349.5","51349.5","51349.5","191376.046875","191376.046875","191376.046875","21354.904296875","21354.904296875","21354.904296875","","","","96323.4375","96323.4375","96323.4375"
"130","95589.625","95589.625","95589.625","51386.30859375","51386.30859375","51386.30859375","188757.6875","188757.6875","188757.6875","21354.982421875","21354.982421875","21354.982421875","","","","96070.7265625","96070.7265625","96070.7265625"
"131","95752.1328125","95752.1328125","95752.1328125","51395.6171875","51395.6171875","51395.6171875","190190.515625","190190.515625","190190.515625","21353.134765625","21353.134765625","21353.134765625","","","","95852.640625","95852.640625","95852.640625"
"132","95743.265625","95743.265625","95743.265625","51497.8828125","51497.8828125","51497.8828125","189996.9375","189996.9375","189996.9375","21355.193359375","21355.193359375","21355.193359375","","","","96061.5546875","96061.5546875","96061.5546875"
"133","94962.2421875","94962.2421875","94962.2421875","51429.125","51429.125","51429.125","189071.125","189071.125","189071.125","21354.142578125","21354.142578125","21354.142578125","","","","95772.09375","95772.09375","95772.09375"
"134","95759.6171875","95759.6171875","95759.6171875","51446.37890625","51446.37890625","51446.37890625","190261.640625","190261.640625","190261.640625","21354.177734375","21354.177734375","21354.177734375","","","","96915.140625","96915.140625","96915.140625"
"135","95741.53125","95741.53125","95741.53125","51506.93359375","51506.93359375","51506.93359375","190711.828125","190711.828125","190711.828125","21355.5625","21355.5625","21355.5625","","","","95984.1640625","95984.1640625","95984.1640625"
"136","94886.71875","94886.71875","94886.71875","51411.88671875","51411.88671875","51411.88671875","188407.0625","188407.0625","188407.0625","21352.455078125","21352.455078125","21352.455078125","","","","96168.3125","96168.3125","96168.3125"
"137","94578","94578","94578","51378.78125","51378.78125","51378.78125","189401.484375","189401.484375","189401.484375","21356.19921875","21356.19921875","21356.19921875","","","","96225.8671875","96225.8671875","96225.8671875"
"138","94350.7421875","94350.7421875","94350.7421875","51456.4765625","51456.4765625","51456.4765625","189364.25","189364.25","189364.25","21159.66796875","21159.66796875","21159.66796875","","","","96185.46875","96185.46875","96185.46875"
"139","93759.5390625","93759.5390625","93759.5390625","51392.86328125","51392.86328125","51392.86328125","189798.84375","189798.84375","189798.84375","21360.55078125","21360.55078125","21360.55078125","","","","95779.3359375","95779.3359375","95779.3359375"
"140","94197.0546875","94197.0546875","94197.0546875","51241.20703125","51241.20703125","51241.20703125","189479.6875","189479.6875","189479.6875","21358.15234375","21358.15234375","21358.15234375","","","","95976.03125","95976.03125","95976.03125"
"141","92652.40625","92652.40625","92652.40625","51147.08984375","51147.08984375","51147.08984375","189634.171875","189634.171875","189634.171875","21355.048828125","21355.048828125","21355.048828125","","","","95768.1640625","95768.1640625","95768.1640625"
"142","94583","94583","94583","51125.7578125","51125.7578125","51125.7578125","190843.984375","190843.984375","190843.984375","21358.185546875","21358.185546875","21358.185546875","","","","95888.734375","95888.734375","95888.734375"
"143","94536.0390625","94536.0390625","94536.0390625","51091.35546875","51091.35546875","51091.35546875","188622.90625","188622.90625","188622.90625","21357.27734375","21357.27734375","21357.27734375","","","","95929.7578125","95929.7578125","95929.7578125"
"144","94192.1953125","94192.1953125","94192.1953125","51063.68359375","51063.68359375","51063.68359375","189799.921875","189799.921875","189799.921875","21360.408203125","21360.408203125","21360.408203125","","","","96040.625","96040.625","96040.625"
"145","94296","94296","94296","51007.06640625","51007.06640625","51007.06640625","190285.96875","190285.96875","190285.96875","21358.708984375","21358.708984375","21358.708984375","","","","95978.90625","95978.90625","95978.90625"
"146","93846.1796875","93846.1796875","93846.1796875","51035.7109375","51035.7109375","51035.7109375","188633.078125","188633.078125","188633.078125","21354.8125","21354.8125","21354.8125","","","","96064.3671875","96064.3671875","96064.3671875"
"147","94475.65625","94475.65625","94475.65625","51018.05078125","51018.05078125","51018.05078125","190563.359375","190563.359375","190563.359375","21358.4921875","21358.4921875","21358.4921875","","","","95918.0390625","95918.0390625","95918.0390625"
"148","94324.9375","94324.9375","94324.9375","51081.11328125","51081.11328125","51081.11328125","190965.6875","190965.6875","190965.6875","21358.068359375","21358.068359375","21358.068359375","","","","96062.3203125","96062.3203125","96062.3203125"
"149","94785.203125","94785.203125","94785.203125","51071.25390625","51071.25390625","51071.25390625","190064.78125","190064.78125","190064.78125","21355.966796875","21355.966796875","21355.966796875","","","","95996.765625","95996.765625","95996.765625"
"150","94856.796875","94856.796875","94856.796875","","","","188740.5","188740.5","188740.5","21356.494140625","21356.494140625","21356.494140625","","","","96108.7578125","96108.7578125","96108.7578125"
"151","94196.0078125","94196.0078125","94196.0078125","","","","190490.15625","190490.15625","190490.15625","21353.0234375","21353.0234375","21353.0234375","","","","95871.6796875","95871.6796875","95871.6796875"
"152","94780.0546875","94780.0546875","94780.0546875","","","","189772.453125","189772.453125","189772.453125","21355.224609375","21355.224609375","21355.224609375","","","","96122.4921875","96122.4921875","96122.4921875"
"153","93728.09375","93728.09375","93728.09375","","","","188265.140625","188265.140625","188265.140625","21354.83203125","21354.83203125","21354.83203125","","","","96217.96875","96217.96875","96217.96875"
"154","94869.203125","94869.203125","94869.203125","","","","190600.296875","190600.296875","190600.296875","21354.96484375","21354.96484375","21354.96484375","","","","96104.078125","96104.078125","96104.078125"
"155","93689.828125","93689.828125","93689.828125","","","","188447.296875","188447.296875","188447.296875","21356.853515625","21356.853515625","21356.853515625","","","","96094.25","96094.25","96094.25"
"156","94380.4296875","94380.4296875","94380.4296875","","","","189406.46875","189406.46875","189406.46875","21354.736328125","21354.736328125","21354.736328125","","","","95797.859375","95797.859375","95797.859375"
"157","94757.9453125","94757.9453125","94757.9453125","","","","189539.203125","189539.203125","189539.203125","21355.275390625","21355.275390625","21355.275390625","","","","96169.515625","96169.515625","96169.515625"
"158","95160.640625","95160.640625","95160.640625","","","","189533.625","189533.625","189533.625","21356.361328125","21356.361328125","21356.361328125","","","","96350.765625","96350.765625","96350.765625"
"159","94508.5859375","94508.5859375","94508.5859375","","","","189731.140625","189731.140625","189731.140625","21354.83984375","21354.83984375","21354.83984375","","","","95582.59375","95582.59375","95582.59375"
"160","94373.078125","94373.078125","94373.078125","","","","190056.5625","190056.5625","190056.5625","21353.7421875","21353.7421875","21353.7421875","","","","96087.078125","96087.078125","96087.078125"
"161","93967.6640625","93967.6640625","93967.6640625","","","","189128.1875","189128.1875","189128.1875","21351.318359375","21351.318359375","21351.318359375","","","","95753.8984375","95753.8984375","95753.8984375"
"162","94441.3671875","94441.3671875","94441.3671875","","","","189552.0625","189552.0625","189552.0625","21355.3359375","21355.3359375","21355.3359375","","","","95997.7421875","95997.7421875","95997.7421875"
"163","94666.53125","94666.53125","94666.53125","","","","189516.609375","189516.609375","189516.609375","21355.390625","21355.390625","21355.390625","","","","96116.8359375","96116.8359375","96116.8359375"
"164","94702.5","94702.5","94702.5","","","","190401.859375","190401.859375","190401.859375","21355.107421875","21355.107421875","21355.107421875","","","","95733.3828125","95733.3828125","95733.3828125"
"165","94519.5703125","94519.5703125","94519.5703125","","","","188002.5","188002.5","188002.5","21354.40234375","21354.40234375","21354.40234375","","","","96250.59375","96250.59375","96250.59375"
"166","94077.421875","94077.421875","94077.421875","","","","190207.546875","190207.546875","190207.546875","21351.578125","21351.578125","21351.578125","","","","95988.6796875","95988.6796875","95988.6796875"
"167","94209.109375","94209.109375","94209.109375","","","","189703.875","189703.875","189703.875","21354.4140625","21354.4140625","21354.4140625","","","","95891.5625","95891.5625","95891.5625"
"168","94381.4453125","94381.4453125","94381.4453125","","","","190295.546875","190295.546875","190295.546875","21356.001953125","21356.001953125","21356.001953125","","","","95760.21875","95760.21875","95760.21875"
"169","94489.5546875","94489.5546875","94489.5546875","","","","189015.046875","189015.046875","189015.046875","21353.880859375","21353.880859375","21353.880859375","","","","95906.3828125","95906.3828125","95906.3828125"
"170","94464.0546875","94464.0546875","94464.0546875","","","","191538.84375","191538.84375","191538.84375","21353.787109375","21353.787109375","21353.787109375","","","","96304.53125","96304.53125","96304.53125"
"171","94326.2890625","94326.2890625","94326.2890625","","","","188076.34375","188076.34375","188076.34375","21350","21350","21350","","","","95928.421875","95928.421875","95928.421875"
"172","94017.03125","94017.03125","94017.03125","","","","189432.234375","189432.234375","189432.234375","21354.921875","21354.921875","21354.921875","","","","96170.2890625","96170.2890625","96170.2890625"
"173","94356.7890625","94356.7890625","94356.7890625","","","","189618.28125","189618.28125","189618.28125","21355.703125","21355.703125","21355.703125","","","","95926.546875","95926.546875","95926.546875"
"174","94353.765625","94353.765625","94353.765625","","","","189921.828125","189921.828125","189921.828125","21352.560546875","21352.560546875","21352.560546875","","","","96570.734375","96570.734375","96570.734375"
"175","93882.34375","93882.34375","93882.34375","","","","191079.75","191079.75","191079.75","21353.0546875","21353.0546875","21353.0546875","","","","95645.3515625","95645.3515625","95645.3515625"
"176","94565","94565","94565","","","","189637.875","189637.875","189637.875","21350.017578125","21350.017578125","21350.017578125","","","","95953.6171875","95953.6171875","95953.6171875"
"177","94336.4609375","94336.4609375","94336.4609375","","","","190175.640625","190175.640625","190175.640625","21352.583984375","21352.583984375","21352.583984375","","","","96050.71875","96050.71875","96050.71875"
"178","94691.609375","94691.609375","94691.609375","","","","190112.84375","190112.84375","190112.84375","21353.31640625","21353.31640625","21353.31640625","","","","96123.828125","96123.828125","96123.828125"
"179","93939.90625","93939.90625","93939.90625","","","","188762.59375","188762.59375","188762.59375","21351.9453125","21351.9453125","21351.9453125","","","","96138.5078125","96138.5078125","96138.5078125"
"180","93791.15625","93791.15625","93791.15625","","","","190014.140625","190014.140625","190014.140625","21351.8203125","21351.8203125","21351.8203125","","","","96106.1640625","96106.1640625","96106.1640625"
"181","93681.578125","93681.578125","93681.578125","","","","189098.5","189098.5","189098.5","21350.880859375","21350.880859375","21350.880859375","","","","95886.5859375","95886.5859375","95886.5859375"
"182","94347.1796875","94347.1796875","94347.1796875","","","","189692.578125","189692.578125","189692.578125","21355.359375","21355.359375","21355.359375","","","","96013.6796875","96013.6796875","96013.6796875"
"183","94610.7890625","94610.7890625","94610.7890625","","","","189640.265625","189640.265625","189640.265625","21353.197265625","21353.197265625","21353.197265625","","","","96245.9609375","96245.9609375","96245.9609375"
"184","94528.2109375","94528.2109375","94528.2109375","","","","189542.828125","189542.828125","189542.828125","21353.27734375","21353.27734375","21353.27734375","","","","95729.734375","95729.734375","95729.734375"
