"Step","saturate_moe1Bsparse_15B - throughput/device/TPS","saturate_moe1Bsparse_15B - throughput/device/TPS__MIN","saturate_moe1Bsparse_15B - throughput/device/TPS__MAX","saturate_moe1Bolmo_15B - throughput/device/TPS","saturate_moe1Bolmo_15B - throughput/device/TPS__MIN","saturate_moe1Bolmo_15B - throughput/device/TPS__MAX","saturate_135M_15B_03 - throughput/device/TPS","saturate_135M_15B_03 - throughput/device/TPS__MIN","saturate_135M_15B_03 - throughput/device/TPS__MAX","saturate_1B_15B.py - throughput/device/TPS","saturate_1B_15B.py - throughput/device/TPS__MIN","saturate_1B_15B.py - throughput/device/TPS__MAX","saturate_271M_15_2_cont - throughput/device/TPS","saturate_271M_15_2_cont - throughput/device/TPS__MIN","saturate_271M_15_2_cont - throughput/device/TPS__MAX","saturate_271M_15B_2 - throughput/device/TPS","saturate_271M_15B_2 - throughput/device/TPS__MIN","saturate_271M_15B_2 - throughput/device/TPS__MAX"
"1658","","","","","","","189843.40625","189843.40625","189843.40625","","","","96392.21875","96392.21875","96392.21875","","",""
"1659","","","","","","","190160.875","190160.875","190160.875","","","","96429.5","96429.5","96429.5","","",""
"1660","","","","","","","188652.90625","188652.90625","188652.90625","","","","96475.4296875","96475.4296875","96475.4296875","","",""
"1661","","","","","","","185536.453125","185536.453125","185536.453125","","","","96342.109375","96342.109375","96342.109375","","",""
"1662","","","","","","","188579.765625","188579.765625","188579.765625","","","","96449.265625","96449.265625","96449.265625","","",""
"1663","","","","","","","189407.765625","189407.765625","189407.765625","","","","96357.953125","96357.953125","96357.953125","","",""
"1664","","","","","","","189484.15625","189484.15625","189484.15625","","","","96441.296875","96441.296875","96441.296875","","",""
"1665","","","","","","","189661.5625","189661.5625","189661.5625","","","","96410.1484375","96410.1484375","96410.1484375","","",""
"1666","","","","","","","186704.359375","186704.359375","186704.359375","","","","96314.140625","96314.140625","96314.140625","","",""
"1667","","","","","","","189334.078125","189334.078125","189334.078125","","","","96314.8359375","96314.8359375","96314.8359375","","",""
"1668","","","","","","","189035.359375","189035.359375","189035.359375","","","","96410.9765625","96410.9765625","96410.9765625","","",""
"1669","","","","","","","190627.515625","190627.515625","190627.515625","","","","96395.5625","96395.5625","96395.5625","","",""
"1670","","","","","","","189364.421875","189364.421875","189364.421875","","","","96423.7890625","96423.7890625","96423.7890625","","",""
"1671","","","","","","","187064.59375","187064.59375","187064.59375","","","","96309.7265625","96309.7265625","96309.7265625","","",""
"1672","","","","","","","188672.796875","188672.796875","188672.796875","","","","96435.7578125","96435.7578125","96435.7578125","","",""
"1673","","","","","","","189726","189726","189726","","","","96476.3671875","96476.3671875","96476.3671875","","",""
"1674","","","","","","","189906.8125","189906.8125","189906.8125","","","","96487.5078125","96487.5078125","96487.5078125","","",""
"1675","","","","","","","189237.8125","189237.8125","189237.8125","","","","96513.7734375","96513.7734375","96513.7734375","","",""
"1676","","","","","","","186569.921875","186569.921875","186569.921875","","","","96435.5078125","96435.5078125","96435.5078125","","",""
"1677","","","","","","","189818.953125","189818.953125","189818.953125","","","","96474.078125","96474.078125","96474.078125","","",""
"1678","","","","","","","189508.015625","189508.015625","189508.015625","","","","96459.875","96459.875","96459.875","","",""
"1679","","","","","","","188578.34375","188578.34375","188578.34375","","","","96504.25","96504.25","96504.25","","",""
"1680","","","","","","","189729.3125","189729.3125","189729.3125","","","","96469.5","96469.5","96469.5","","",""
"1681","","","","","","","185670.609375","185670.609375","185670.609375","","","","96351.421875","96351.421875","96351.421875","","",""
"1682","","","","","","","191410.8125","191410.8125","191410.8125","","","","96465.8359375","96465.8359375","96465.8359375","","",""
"1683","","","","","","","190307.40625","190307.40625","190307.40625","","","","96504.6640625","96504.6640625","96504.6640625","","",""
"1684","","","","","","","190370.203125","190370.203125","190370.203125","","","","96467.296875","96467.296875","96467.296875","","",""
"1685","","","","","","","189254.328125","189254.328125","189254.328125","","","","96437.4921875","96437.4921875","96437.4921875","","",""
"1686","","","","","","","186350.09375","186350.09375","186350.09375","","","","96414.9921875","96414.9921875","96414.9921875","","",""
"1687","","","","","","","189117.234375","189117.234375","189117.234375","","","","96474.7890625","96474.7890625","96474.7890625","","",""
"1688","","","","","","","189679.171875","189679.171875","189679.171875","","","","96478.0625","96478.0625","96478.0625","","",""
"1689","","","","","","","188422.171875","188422.171875","188422.171875","","","","96496.5703125","96496.5703125","96496.5703125","","",""
"1690","","","","","","","189394.703125","189394.703125","189394.703125","","","","96462.140625","96462.140625","96462.140625","","",""
"1691","","","","","","","186689.125","186689.125","186689.125","","","","96324.7578125","96324.7578125","96324.7578125","","",""
"1692","","","","","","","189115.53125","189115.53125","189115.53125","","","","96411.5078125","96411.5078125","96411.5078125","","",""
"1693","","","","","","","188836.390625","188836.390625","188836.390625","","","","96446.6484375","96446.6484375","96446.6484375","","",""
"1694","","","","","","","189210.28125","189210.28125","189210.28125","","","","96488.2734375","96488.2734375","96488.2734375","","",""
"1695","","","","","","","190471.015625","190471.015625","190471.015625","","","","96443.9140625","96443.9140625","96443.9140625","","",""
"1696","","","","","","","187993.25","187993.25","187993.25","","","","88965.9296875","88965.9296875","88965.9296875","","",""
"1697","","","","","","","190489.359375","190489.359375","190489.359375","","","","96572.828125","96572.828125","96572.828125","","",""
"1698","","","","","","","190592.609375","190592.609375","190592.609375","","","","96515.96875","96515.96875","96515.96875","","",""
"1699","","","","","","","190254.78125","190254.78125","190254.78125","","","","96491.7890625","96491.7890625","96491.7890625","","",""
"1700","","","","","","","98635.515625","98635.515625","98635.515625","","","","68204.546875","68204.546875","68204.546875","","",""
"1701","","","","","","","121848.2890625","121848.2890625","121848.2890625","","","","77618.375","77618.375","77618.375","","",""
"1702","","","","","","","190158","190158","190158","","","","96637.3671875","96637.3671875","96637.3671875","","",""
"1703","","","","","","","190120.171875","190120.171875","190120.171875","","","","96523.6640625","96523.6640625","96523.6640625","","",""
"1704","","","","","","","189389.359375","189389.359375","189389.359375","","","","96497.703125","96497.703125","96497.703125","","",""
"1705","","","","","","","190216.8125","190216.8125","190216.8125","","","","96402.078125","96402.078125","96402.078125","","",""
"1706","","","","","","","184199.015625","184199.015625","184199.015625","","","","96196.9609375","96196.9609375","96196.9609375","","",""
"1707","","","","","","","189683.546875","189683.546875","189683.546875","","","","96372.734375","96372.734375","96372.734375","","",""
"1708","","","","","","","188714.890625","188714.890625","188714.890625","","","","96398.7421875","96398.7421875","96398.7421875","","",""
"1709","","","","","","","189705.65625","189705.65625","189705.65625","","","","96374.2734375","96374.2734375","96374.2734375","","",""
"1710","","","","","","","189495.9375","189495.9375","189495.9375","","","","96458.6015625","96458.6015625","96458.6015625","","",""
"1711","","","","","","","187317.78125","187317.78125","187317.78125","","","","96251.859375","96251.859375","96251.859375","","",""
"1712","","","","","","","190165.921875","190165.921875","190165.921875","","","","96390.578125","96390.578125","96390.578125","","",""
"1713","","","","","","","188746.65625","188746.65625","188746.65625","","","","96402.6640625","96402.6640625","96402.6640625","","",""
"1714","","","","","","","190042.75","190042.75","190042.75","","","","96414.2578125","96414.2578125","96414.2578125","","",""
"1715","","","","","","","189455.40625","189455.40625","189455.40625","","","","96438.8671875","96438.8671875","96438.8671875","","",""
"1716","","","","","","","186662.609375","186662.609375","186662.609375","","","","96347.84375","96347.84375","96347.84375","","",""
"1717","","","","","","","189608.421875","189608.421875","189608.421875","","","","96417.7421875","96417.7421875","96417.7421875","","",""
"1718","","","","","","","188616.71875","188616.71875","188616.71875","","","","96446.078125","96446.078125","96446.078125","","",""
"1719","","","","","","","189956.1875","189956.1875","189956.1875","","","","96487.1171875","96487.1171875","96487.1171875","","",""
"1720","","","","","","","191064.015625","191064.015625","191064.015625","","","","96516.28125","96516.28125","96516.28125","","",""
"1721","","","","","","","186188.265625","186188.265625","186188.265625","","","","96400.015625","96400.015625","96400.015625","","",""
"1722","","","","","","","189875.21875","189875.21875","189875.21875","","","","96449.5546875","96449.5546875","96449.5546875","","",""
"1723","","","","","","","190193.90625","190193.90625","190193.90625","","","","96648.3515625","96648.3515625","96648.3515625","","",""
"1724","","","","","","","190099.875","190099.875","190099.875","","","","96503.9609375","96503.9609375","96503.9609375","","",""
"1725","","","","","","","188786.546875","188786.546875","188786.546875","","","","96477.3828125","96477.3828125","96477.3828125","","",""
"1726","","","","","","","187402.78125","187402.78125","187402.78125","","","","96369.390625","96369.390625","96369.390625","","",""
"1727","","","","","","","188929.828125","188929.828125","188929.828125","","","","96474.578125","96474.578125","96474.578125","","",""
"1728","","","","","","","190759.8125","190759.8125","190759.8125","","","","96562.4609375","96562.4609375","96562.4609375","","",""
"1729","","","","","","","190364.796875","190364.796875","190364.796875","","","","96464.84375","96464.84375","96464.84375","","",""
"1730","","","","","","","190669.609375","190669.609375","190669.609375","","","","96506.703125","96506.703125","96506.703125","","",""
"1731","","","","","","","187470.0625","187470.0625","187470.0625","","","","96385.5078125","96385.5078125","96385.5078125","","",""
"1732","","","","","","","190763.109375","190763.109375","190763.109375","","","","96488.703125","96488.703125","96488.703125","","",""
"1733","","","","","","","188747.15625","188747.15625","188747.15625","","","","96508.5078125","96508.5078125","96508.5078125","","",""
"1734","","","","","","","189048.109375","189048.109375","189048.109375","","","","96473.125","96473.125","96473.125","","",""
"1735","","","","","","","189588.859375","189588.859375","189588.859375","","","","96532.78125","96532.78125","96532.78125","","",""
"1736","","","","","","","176817.671875","176817.671875","176817.671875","","","","96332.203125","96332.203125","96332.203125","","",""
"1737","","","","","","","189421.484375","189421.484375","189421.484375","","","","96436.90625","96436.90625","96436.90625","","",""
"1738","","","","","","","188376.8125","188376.8125","188376.8125","","","","96447.40625","96447.40625","96447.40625","","",""
"1739","","","","","","","189901.609375","189901.609375","189901.609375","","","","96498.90625","96498.90625","96498.90625","","",""
"1740","","","","","","","190610.171875","190610.171875","190610.171875","","","","96452.3671875","96452.3671875","96452.3671875","","",""
"1741","","","","","","","186973.546875","186973.546875","186973.546875","","","","96230.15625","96230.15625","96230.15625","","",""
"1742","","","","","","","190659.40625","190659.40625","190659.40625","","","","96574.8125","96574.8125","96574.8125","","",""
"1743","","","","","","","189839.671875","189839.671875","189839.671875","","","","96457.9453125","96457.9453125","96457.9453125","","",""
"1744","","","","","","","190939","190939","190939","","","","96466.6484375","96466.6484375","96466.6484375","","",""
"1745","","","","","","","190368.90625","190368.90625","190368.90625","","","","96427.6640625","96427.6640625","96427.6640625","","",""
"1746","","","","","","","188263.203125","188263.203125","188263.203125","","","","96319.1328125","96319.1328125","96319.1328125","","",""
"1747","","","","","","","190581.078125","190581.078125","190581.078125","","","","96573.2734375","96573.2734375","96573.2734375","","",""
"1748","","","","","","","188750.09375","188750.09375","188750.09375","","","","96515.8984375","96515.8984375","96515.8984375","","",""
"1749","","","","","","","190971.890625","190971.890625","190971.890625","","","","96502.109375","96502.109375","96502.109375","","",""
"1750","","","","","","","18922.595703125","18922.595703125","18922.595703125","","","","15706.9541015625","15706.9541015625","15706.9541015625","","",""
"1751","","","","","","","194424.84375","194424.84375","194424.84375","","","","99777.4453125","99777.4453125","99777.4453125","","",""
"1752","","","","","","","192688.625","192688.625","192688.625","","","","97097.3125","97097.3125","97097.3125","","",""
"1753","","","","","","","192111.75","192111.75","192111.75","","","","96748.7578125","96748.7578125","96748.7578125","","",""
"1754","","","","","","","190371.921875","190371.921875","190371.921875","","","","96655.703125","96655.703125","96655.703125","","",""
"1755","","","","","","","191127.84375","191127.84375","191127.84375","","","","96505.9140625","96505.9140625","96505.9140625","","",""
"1756","","","","","","","188289.296875","188289.296875","188289.296875","","","","96377.375","96377.375","96377.375","","",""
"1757","","","","","","","190221.453125","190221.453125","190221.453125","","","","96475.640625","96475.640625","96475.640625","","",""
"1758","","","","","","","190578.1875","190578.1875","190578.1875","","","","96550.0625","96550.0625","96550.0625","","",""
"1759","","","","","","","190095.109375","190095.109375","190095.109375","","","","96504.28125","96504.28125","96504.28125","","",""
"1760","","","","","","","190764.46875","190764.46875","190764.46875","","","","96515.6875","96515.6875","96515.6875","","",""
"1761","","","","","","","187502.578125","187502.578125","187502.578125","","","","96463.3515625","96463.3515625","96463.3515625","","",""
"1762","","","","","","","189970.5","189970.5","189970.5","","","","96483.7578125","96483.7578125","96483.7578125","","",""
"1763","","","","","","","191617.25","191617.25","191617.25","","","","96504.640625","96504.640625","96504.640625","","",""
"1764","","","","","","","190701.984375","190701.984375","190701.984375","","","","96524.2109375","96524.2109375","96524.2109375","","",""
"1765","","","","","","","189648.78125","189648.78125","189648.78125","","","","96454.2265625","96454.2265625","96454.2265625","","",""
"1766","","","","","","","187005.171875","187005.171875","187005.171875","","","","96330.3359375","96330.3359375","96330.3359375","","",""
"1767","","","","","","","189334.59375","189334.59375","189334.59375","","","","96460.2578125","96460.2578125","96460.2578125","","",""
"1768","","","","","","","189223.9375","189223.9375","189223.9375","","","","96397.625","96397.625","96397.625","","",""
"1769","","","","","","","189167.90625","189167.90625","189167.90625","","","","96406.8359375","96406.8359375","96406.8359375","","",""
"1770","","","","","","","188578.84375","188578.84375","188578.84375","","","","96437.328125","96437.328125","96437.328125","","",""
"1771","","","","","","","187468.734375","187468.734375","187468.734375","","","","96304.1171875","96304.1171875","96304.1171875","","",""
"1772","","","","","","","189728.734375","189728.734375","189728.734375","","","","96445.5078125","96445.5078125","96445.5078125","","",""
"1773","","","","","","","189720.15625","189720.15625","189720.15625","","","","96429.4296875","96429.4296875","96429.4296875","","",""
"1774","","","","","","","188909.90625","188909.90625","188909.90625","","","","96412.9296875","96412.9296875","96412.9296875","","",""
"1775","","","","","","","189553.015625","189553.015625","189553.015625","","","","96457.6171875","96457.6171875","96457.6171875","","",""
"1776","","","","","","","186666.90625","186666.90625","186666.90625","","","","96198.765625","96198.765625","96198.765625","","",""
"1777","","","","","","","189326.734375","189326.734375","189326.734375","","","","96504.8046875","96504.8046875","96504.8046875","","",""
"1778","","","","","","","190945.53125","190945.53125","190945.53125","","","","96477.3828125","96477.3828125","96477.3828125","","",""
"1779","","","","","","","190935.015625","190935.015625","190935.015625","","","","96396.40625","96396.40625","96396.40625","","",""
"1780","","","","","","","189886.625","189886.625","189886.625","","","","96436.1015625","96436.1015625","96436.1015625","","",""
"1781","","","","","","","185941.375","185941.375","185941.375","","","","96440.8203125","96440.8203125","96440.8203125","","",""
"1782","","","","","","","189769.015625","189769.015625","189769.015625","","","","96384.46875","96384.46875","96384.46875","","",""
"1783","","","","","","","189834.03125","189834.03125","189834.03125","","","","96432.71875","96432.71875","96432.71875","","",""
"1784","","","","","","","190552.03125","190552.03125","190552.03125","","","","96497.21875","96497.21875","96497.21875","","",""
"1785","","","","","","","190521.015625","190521.015625","190521.015625","","","","96259.8359375","96259.8359375","96259.8359375","","",""
"1786","","","","","","","188372.515625","188372.515625","188372.515625","","","","96472.4296875","96472.4296875","96472.4296875","","",""
"1787","","","","","","","190344.078125","190344.078125","190344.078125","","","","96461.703125","96461.703125","96461.703125","","",""
"1788","","","","","","","190576.53125","190576.53125","190576.53125","","","","96456.40625","96456.40625","96456.40625","","",""
"1789","","","","","","","189038.875","189038.875","189038.875","","","","96296.5625","96296.5625","96296.5625","","",""
"1790","","","","","","","189272.953125","189272.953125","189272.953125","","","","96584.8359375","96584.8359375","96584.8359375","","",""
"1791","","","","","","","187140.234375","187140.234375","187140.234375","","","","96355.1796875","96355.1796875","96355.1796875","","",""
"1792","","","","","","","188592.765625","188592.765625","188592.765625","","","","96542.3984375","96542.3984375","96542.3984375","","",""
"1793","","","","","","","189639.796875","189639.796875","189639.796875","","","","96509.1328125","96509.1328125","96509.1328125","","",""
"1794","","","","","","","188899.625","188899.625","188899.625","","","","96426.9765625","96426.9765625","96426.9765625","","",""
"1795","","","","","","","189675.34375","189675.34375","189675.34375","","","","96565.3984375","96565.3984375","96565.3984375","","",""
"1796","","","","","","","187039.4375","187039.4375","187039.4375","","","","96450.8515625","96450.8515625","96450.8515625","","",""
"1797","","","","","","","189328.3125","189328.3125","189328.3125","","","","96543.3359375","96543.3359375","96543.3359375","","",""
"1798","","","","","","","189477.09375","189477.09375","189477.09375","","","","96525.359375","96525.359375","96525.359375","","",""
"1799","","","","","","","189766.875","189766.875","189766.875","","","","96485.59375","96485.59375","96485.59375","","",""
"1800","","","","","","","83699.015625","83699.015625","83699.015625","","","","84355.03125","84355.03125","84355.03125","","",""
"1801","","","","","","","116034.3828125","116034.3828125","116034.3828125","","","","75625.1484375","75625.1484375","75625.1484375","","",""
"1802","","","","","","","190002","190002","190002","","","","96557.6328125","96557.6328125","96557.6328125","","",""
"1803","","","","","","","190436.671875","190436.671875","190436.671875","","","","96431.203125","96431.203125","96431.203125","","",""
"1804","","","","","","","190230.734375","190230.734375","190230.734375","","","","96348.171875","96348.171875","96348.171875","","",""
"1805","","","","","","","188412.734375","188412.734375","188412.734375","","","","96351.6953125","96351.6953125","96351.6953125","","",""
"1806","","","","","","","187191.75","187191.75","187191.75","","","","96169.125","96169.125","96169.125","","",""
"1807","","","","","","","189900.875","189900.875","189900.875","","","","96267.7421875","96267.7421875","96267.7421875","","",""
"1808","","","","","","","189515.53125","189515.53125","189515.53125","","","","96312.6484375","96312.6484375","96312.6484375","","",""
"1809","","","","","","","188994.078125","188994.078125","188994.078125","","","","96300.7265625","96300.7265625","96300.7265625","","",""
"1810","","","","","","","189621.703125","189621.703125","189621.703125","","","","96351.421875","96351.421875","96351.421875","","",""
"1811","","","","","","","187426.96875","187426.96875","187426.96875","","","","96248.5625","96248.5625","96248.5625","","",""
"1812","","","","","","","188389.578125","188389.578125","188389.578125","","","","96319.2578125","96319.2578125","96319.2578125","","",""
"1813","","","","","","","189708.625","189708.625","189708.625","","","","96333.2734375","96333.2734375","96333.2734375","","",""
"1814","","","","","","","189810.765625","189810.765625","189810.765625","","","","96422.6015625","96422.6015625","96422.6015625","","",""
"1815","","","","","","","188750.25","188750.25","188750.25","","","","96381.203125","96381.203125","96381.203125","","",""
"1816","","","","","","","187197.65625","187197.65625","187197.65625","","","","96290.171875","96290.171875","96290.171875","","",""
"1817","","","","","","","189283.09375","189283.09375","189283.09375","","","","96389.84375","96389.84375","96389.84375","","",""
"1818","","","","","","","188930.5","188930.5","188930.5","","","","96460.6171875","96460.6171875","96460.6171875","","",""
"1819","","","","","","","190060.984375","190060.984375","190060.984375","","","","96438.3046875","96438.3046875","96438.3046875","","",""
"1820","","","","","","","190735.15625","190735.15625","190735.15625","","","","96388.421875","96388.421875","96388.421875","","",""
"1821","","","","","","","186710.4375","186710.4375","186710.4375","","","","96239.828125","96239.828125","96239.828125","","",""
"1822","","","","","","","189498.734375","189498.734375","189498.734375","","","","96479.921875","96479.921875","96479.921875","","",""
"1823","","","","","","","189061.296875","189061.296875","189061.296875","","","","96407.0625","96407.0625","96407.0625","","",""
"1824","","","","","","","189817.984375","189817.984375","189817.984375","","","","96377.0234375","96377.0234375","96377.0234375","","",""
"1825","","","","","","","189031.71875","189031.71875","189031.71875","","","","96397.25","96397.25","96397.25","","",""
"1826","","","","","","","186574.390625","186574.390625","186574.390625","","","","96185.328125","96185.328125","96185.328125","","",""
"1827","","","","","","","188842.125","188842.125","188842.125","","","","96452.671875","96452.671875","96452.671875","","",""
"1828","","","","","","","189160.296875","189160.296875","189160.296875","","","","96384.859375","96384.859375","96384.859375","","",""
"1829","","","","","","","189247.875","189247.875","189247.875","","","","96294.484375","96294.484375","96294.484375","","",""
"1830","","","","","","","189828.71875","189828.71875","189828.71875","","","","96435.6171875","96435.6171875","96435.6171875","","",""
"1831","","","","","","","187861.109375","187861.109375","187861.109375","","","","96268.265625","96268.265625","96268.265625","","",""
"1832","","","","","","","190557.09375","190557.09375","190557.09375","","","","96403.4609375","96403.4609375","96403.4609375","","",""
"1833","","","","","","","188369.3125","188369.3125","188369.3125","","","","96448.21875","96448.21875","96448.21875","","",""
"1834","","","","","","","189688.984375","189688.984375","189688.984375","","","","96521.5390625","96521.5390625","96521.5390625","","",""
"1835","","","","","","","190039.5","190039.5","190039.5","","","","96519.8984375","96519.8984375","96519.8984375","","",""
"1836","","","","","","","186359.203125","186359.203125","186359.203125","","","","96367.4609375","96367.4609375","96367.4609375","","",""
"1837","","","","","","","189569.609375","189569.609375","189569.609375","","","","96469.9140625","96469.9140625","96469.9140625","","",""
"1838","","","","","","","191127.5","191127.5","191127.5","","","","96485.9609375","96485.9609375","96485.9609375","","",""
"1839","","","","","","","190510.03125","190510.03125","190510.03125","","","","96486.1328125","96486.1328125","96486.1328125","","",""
"1840","","","","","","","189408.6875","189408.6875","189408.6875","","","","96470.171875","96470.171875","96470.171875","","",""
"1841","","","","","","","185617.15625","185617.15625","185617.15625","","","","96285.3671875","96285.3671875","96285.3671875","","",""
"1842","","","","","","","189768.203125","189768.203125","189768.203125","","","","96506.7890625","96506.7890625","96506.7890625","","",""
"1843","","","","","","","189219.09375","189219.09375","189219.09375","","","","96381.7734375","96381.7734375","96381.7734375","","",""
"1844","","","","","","","188861.03125","188861.03125","188861.03125","","","","96580.5859375","96580.5859375","96580.5859375","","",""
"1845","","","","","","","189832.796875","189832.796875","189832.796875","","","","96560.8046875","96560.8046875","96560.8046875","","",""
"1846","","","","","","","188268.71875","188268.71875","188268.71875","","","","96440.4609375","96440.4609375","96440.4609375","","",""
"1847","","","","","","","189127.65625","189127.65625","189127.65625","","","","96512.90625","96512.90625","96512.90625","","",""
"1848","","","","","","","189760.28125","189760.28125","189760.28125","","","","96523.1015625","96523.1015625","96523.1015625","","",""
"1849","","","","","","","189610.125","189610.125","189610.125","","","","96526.5234375","96526.5234375","96526.5234375","","",""
"1850","","","","","","","188733.875","188733.875","188733.875","","","","96553.7890625","96553.7890625","96553.7890625","","",""
"1851","","","","","","","187411.34375","187411.34375","187411.34375","","","","96418.7734375","96418.7734375","96418.7734375","","",""
"1852","","","","","","","188642.390625","188642.390625","188642.390625","","","","96459.0390625","96459.0390625","96459.0390625","","",""
"1853","","","","","","","189669.265625","189669.265625","189669.265625","","","","96450.2734375","96450.2734375","96450.2734375","","",""
"1854","","","","","","","189064.046875","189064.046875","189064.046875","","","","96480.0234375","96480.0234375","96480.0234375","","",""
"1855","","","","","","","189299.265625","189299.265625","189299.265625","","","","96475.3828125","96475.3828125","96475.3828125","","",""
"1856","","","","","","","187123.3125","187123.3125","187123.3125","","","","96377.3828125","96377.3828125","96377.3828125","","",""
"1857","","","","","","","187686.78125","187686.78125","187686.78125","","","","96478.5234375","96478.5234375","96478.5234375","","",""
"1858","","","","","","","189605.53125","189605.53125","189605.53125","","","","96474.3125","96474.3125","96474.3125","","",""
"1859","","","","","","","189714.3125","189714.3125","189714.3125","","","","96489.375","96489.375","96489.375","","",""
"1860","","","","","","","190712.90625","190712.90625","190712.90625","","","","96507.6171875","96507.6171875","96507.6171875","","",""
"1861","","","","","","","185694.21875","185694.21875","185694.21875","","","","96406.234375","96406.234375","96406.234375","","",""
"1862","","","","","","","189552.09375","189552.09375","189552.09375","","","","96516.734375","96516.734375","96516.734375","","",""
"1863","","","","","","","189698.953125","189698.953125","189698.953125","","","","96444.484375","96444.484375","96444.484375","","",""
"1864","","","","","","","189097.421875","189097.421875","189097.421875","","","","96553.9453125","96553.9453125","96553.9453125","","",""
"1865","","","","","","","189668.59375","189668.59375","189668.59375","","","","96596.1640625","96596.1640625","96596.1640625","","",""
"1866","","","","","","","187537.328125","187537.328125","187537.328125","","","","96361.078125","96361.078125","96361.078125","","",""
"1867","","","","","","","189445.734375","189445.734375","189445.734375","","","","96452.203125","96452.203125","96452.203125","","",""
"1868","","","","","","","190001.015625","190001.015625","190001.015625","","","","96480.3828125","96480.3828125","96480.3828125","","",""
"1869","","","","","","","190583.53125","190583.53125","190583.53125","","","","96621.78125","96621.78125","96621.78125","","",""
"1870","","","","","","","189821.609375","189821.609375","189821.609375","","","","96398.8203125","96398.8203125","96398.8203125","","",""
"1871","","","","","","","186468.984375","186468.984375","186468.984375","","","","96528.0859375","96528.0859375","96528.0859375","","",""
"1872","","","","","","","189467.078125","189467.078125","189467.078125","","","","96508.8046875","96508.8046875","96508.8046875","","",""
"1873","","","","","","","189813.921875","189813.921875","189813.921875","","","","96403.390625","96403.390625","96403.390625","","",""
"1874","","","","","","","189519.78125","189519.78125","189519.78125","","","","96574.9453125","96574.9453125","96574.9453125","","",""
"1875","","","","","","","189617.125","189617.125","189617.125","","","","96509.75","96509.75","96509.75","","",""
"1876","","","","","","","185485.6875","185485.6875","185485.6875","","","","96405.1796875","96405.1796875","96405.1796875","","",""
"1877","","","","","","","189447.96875","189447.96875","189447.96875","","","","96494.7109375","96494.7109375","96494.7109375","","",""
"1878","","","","","","","190357.671875","190357.671875","190357.671875","","","","96430.6953125","96430.6953125","96430.6953125","","",""
"1879","","","","","","","190698.796875","190698.796875","190698.796875","","","","96501.890625","96501.890625","96501.890625","","",""
"1880","","","","","","","188118.640625","188118.640625","188118.640625","","","","96585.40625","96585.40625","96585.40625","","",""
"1881","","","","","","","187325.109375","187325.109375","187325.109375","","","","96470.5234375","96470.5234375","96470.5234375","","",""
"1882","","","","","","","189168.671875","189168.671875","189168.671875","","","","96481.953125","96481.953125","96481.953125","","",""
"1883","","","","","","","189378.546875","189378.546875","189378.546875","","","","96505.890625","96505.890625","96505.890625","","",""
"1884","","","","","","","189348.71875","189348.71875","189348.71875","","","","96558.5","96558.5","96558.5","","",""
"1885","","","","","","","188911.9375","188911.9375","188911.9375","","","","96470.4140625","96470.4140625","96470.4140625","","",""
"1886","","","","","","","187016.09375","187016.09375","187016.09375","","","","96428.21875","96428.21875","96428.21875","","",""
"1887","","","","","","","189005.421875","189005.421875","189005.421875","","","","96487.8984375","96487.8984375","96487.8984375","","",""
"1888","","","","","","","188640.234375","188640.234375","188640.234375","","","","89842.4609375","89842.4609375","89842.4609375","","",""
"1889","","","","","","","189293.65625","189293.65625","189293.65625","","","","96579.875","96579.875","96579.875","","",""
"1890","","","","","","","188582.3125","188582.3125","188582.3125","","","","96583.703125","96583.703125","96583.703125","","",""
"1891","","","","","","","185988.84375","185988.84375","185988.84375","","","","96491.6875","96491.6875","96491.6875","","",""
"1892","","","","","","","188776.390625","188776.390625","188776.390625","","","","96564.6484375","96564.6484375","96564.6484375","","",""
"1893","","","","","","","189549.75","189549.75","189549.75","","","","96596.5078125","96596.5078125","96596.5078125","","",""
"1894","","","","","","","189663.609375","189663.609375","189663.609375","","","","96577.078125","96577.078125","96577.078125","","",""
"1895","","","","","","","189460.34375","189460.34375","189460.34375","","","","96542.8125","96542.8125","96542.8125","","",""
"1896","","","","","","","186590.609375","186590.609375","186590.609375","","","","96381","96381","96381","","",""
"1897","","","","","","","190445.703125","190445.703125","190445.703125","","","","96497.2265625","96497.2265625","96497.2265625","","",""
"1898","","","","","","","190193.765625","190193.765625","190193.765625","","","","96524.0546875","96524.0546875","96524.0546875","","",""
"1899","","","","","","","190360.0625","190360.0625","190360.0625","","","","96460.328125","96460.328125","96460.328125","","",""
"1900","","","","","","","103838.796875","103838.796875","103838.796875","","","","67762.8671875","67762.8671875","67762.8671875","","",""
"1901","","","","","","","120822.734375","120822.734375","120822.734375","","","","76498.84375","76498.84375","76498.84375","","",""
"1902","","","","","","","189648.6875","189648.6875","189648.6875","","","","96669.359375","96669.359375","96669.359375","","",""
"1903","","","","","","","189349.125","189349.125","189349.125","","","","96540.8046875","96540.8046875","96540.8046875","","",""
"1904","","","","","","","189987.859375","189987.859375","189987.859375","","","","96433.703125","96433.703125","96433.703125","","",""
"1905","","","","","","","189559.453125","189559.453125","189559.453125","","","","96443.046875","96443.046875","96443.046875","","",""
"1906","","","","","","","187562.25","187562.25","187562.25","","","","96260.5859375","96260.5859375","96260.5859375","","",""
"1907","","","","","","","191436.203125","191436.203125","191436.203125","","","","96456.734375","96456.734375","96456.734375","","",""
