"Step","saturate_moe1Bsparse_15B - throughput/device/TPS","saturate_moe1Bsparse_15B - throughput/device/TPS__MIN","saturate_moe1Bsparse_15B - throughput/device/TPS__MAX","saturate_moe1Bolmo_15B - throughput/device/TPS","saturate_moe1Bolmo_15B - throughput/device/TPS__MIN","saturate_moe1Bolmo_15B - throughput/device/TPS__MAX","saturate_135M_15B_03 - throughput/device/TPS","saturate_135M_15B_03 - throughput/device/TPS__MIN","saturate_135M_15B_03 - throughput/device/TPS__MAX","saturate_271M_15_2_cont - throughput/device/TPS","saturate_271M_15_2_cont - throughput/device/TPS__MIN","saturate_271M_15_2_cont - throughput/device/TPS__MAX","saturate_271M_15B_2 - throughput/device/TPS","saturate_271M_15B_2 - throughput/device/TPS__MIN","saturate_271M_15B_2 - throughput/device/TPS__MAX"
"137","94578","94578","94578","51378.78125","51378.78125","51378.78125","189401.484375","189401.484375","189401.484375","","","","96225.8671875","96225.8671875","96225.8671875"
"138","94350.7421875","94350.7421875","94350.7421875","51456.4765625","51456.4765625","51456.4765625","189364.25","189364.25","189364.25","","","","96185.46875","96185.46875","96185.46875"
"139","93759.5390625","93759.5390625","93759.5390625","51392.86328125","51392.86328125","51392.86328125","189798.84375","189798.84375","189798.84375","","","","95779.3359375","95779.3359375","95779.3359375"
"140","94197.0546875","94197.0546875","94197.0546875","51241.20703125","51241.20703125","51241.20703125","189479.6875","189479.6875","189479.6875","","","","95976.03125","95976.03125","95976.03125"
"141","92652.40625","92652.40625","92652.40625","51147.08984375","51147.08984375","51147.08984375","189634.171875","189634.171875","189634.171875","","","","95768.1640625","95768.1640625","95768.1640625"
"142","94583","94583","94583","51125.7578125","51125.7578125","51125.7578125","190843.984375","190843.984375","190843.984375","","","","95888.734375","95888.734375","95888.734375"
"143","94536.0390625","94536.0390625","94536.0390625","51091.35546875","51091.35546875","51091.35546875","188622.90625","188622.90625","188622.90625","","","","95929.7578125","95929.7578125","95929.7578125"
"144","94192.1953125","94192.1953125","94192.1953125","51063.68359375","51063.68359375","51063.68359375","189799.921875","189799.921875","189799.921875","","","","96040.625","96040.625","96040.625"
"145","94296","94296","94296","51007.06640625","51007.06640625","51007.06640625","190285.96875","190285.96875","190285.96875","","","","95978.90625","95978.90625","95978.90625"
"146","93846.1796875","93846.1796875","93846.1796875","51035.7109375","51035.7109375","51035.7109375","188633.078125","188633.078125","188633.078125","","","","96064.3671875","96064.3671875","96064.3671875"
"147","94475.65625","94475.65625","94475.65625","51018.05078125","51018.05078125","51018.05078125","190563.359375","190563.359375","190563.359375","","","","95918.0390625","95918.0390625","95918.0390625"
"148","94324.9375","94324.9375","94324.9375","51081.11328125","51081.11328125","51081.11328125","190965.6875","190965.6875","190965.6875","","","","96062.3203125","96062.3203125","96062.3203125"
"149","94785.203125","94785.203125","94785.203125","51071.25390625","51071.25390625","51071.25390625","190064.78125","190064.78125","190064.78125","","","","95996.765625","95996.765625","95996.765625"
"150","94856.796875","94856.796875","94856.796875","51097.140625","51097.140625","51097.140625","188740.5","188740.5","188740.5","","","","96108.7578125","96108.7578125","96108.7578125"
"151","94196.0078125","94196.0078125","94196.0078125","51028.92578125","51028.92578125","51028.92578125","190490.15625","190490.15625","190490.15625","","","","95871.6796875","95871.6796875","95871.6796875"
"152","94780.0546875","94780.0546875","94780.0546875","51083.38671875","51083.38671875","51083.38671875","189772.453125","189772.453125","189772.453125","","","","96122.4921875","96122.4921875","96122.4921875"
"153","93728.09375","93728.09375","93728.09375","51006.26171875","51006.26171875","51006.26171875","188265.140625","188265.140625","188265.140625","","","","96217.96875","96217.96875","96217.96875"
"154","94869.203125","94869.203125","94869.203125","50973.3046875","50973.3046875","50973.3046875","190600.296875","190600.296875","190600.296875","","","","96104.078125","96104.078125","96104.078125"
"155","93689.828125","93689.828125","93689.828125","50998.75390625","50998.75390625","50998.75390625","188447.296875","188447.296875","188447.296875","","","","96094.25","96094.25","96094.25"
"156","94380.4296875","94380.4296875","94380.4296875","50962.84375","50962.84375","50962.84375","189406.46875","189406.46875","189406.46875","","","","95797.859375","95797.859375","95797.859375"
"157","94757.9453125","94757.9453125","94757.9453125","51054.9765625","51054.9765625","51054.9765625","189539.203125","189539.203125","189539.203125","","","","96169.515625","96169.515625","96169.515625"
"158","95160.640625","95160.640625","95160.640625","51065.30078125","51065.30078125","51065.30078125","189533.625","189533.625","189533.625","","","","96350.765625","96350.765625","96350.765625"
"159","94508.5859375","94508.5859375","94508.5859375","51067.47265625","51067.47265625","51067.47265625","189731.140625","189731.140625","189731.140625","","","","95582.59375","95582.59375","95582.59375"
"160","94373.078125","94373.078125","94373.078125","51062.6484375","51062.6484375","51062.6484375","190056.5625","190056.5625","190056.5625","","","","96087.078125","96087.078125","96087.078125"
"161","93967.6640625","93967.6640625","93967.6640625","50985.0859375","50985.0859375","50985.0859375","189128.1875","189128.1875","189128.1875","","","","95753.8984375","95753.8984375","95753.8984375"
"162","94441.3671875","94441.3671875","94441.3671875","51012.96484375","51012.96484375","51012.96484375","189552.0625","189552.0625","189552.0625","","","","95997.7421875","95997.7421875","95997.7421875"
"163","94666.53125","94666.53125","94666.53125","51017.01171875","51017.01171875","51017.01171875","189516.609375","189516.609375","189516.609375","","","","96116.8359375","96116.8359375","96116.8359375"
"164","94702.5","94702.5","94702.5","51015.1171875","51015.1171875","51015.1171875","190401.859375","190401.859375","190401.859375","","","","95733.3828125","95733.3828125","95733.3828125"
"165","94519.5703125","94519.5703125","94519.5703125","51045.3515625","51045.3515625","51045.3515625","188002.5","188002.5","188002.5","","","","96250.59375","96250.59375","96250.59375"
"166","94077.421875","94077.421875","94077.421875","51039.33984375","51039.33984375","51039.33984375","190207.546875","190207.546875","190207.546875","","","","95988.6796875","95988.6796875","95988.6796875"
"167","94209.109375","94209.109375","94209.109375","51057.20703125","51057.20703125","51057.20703125","189703.875","189703.875","189703.875","","","","95891.5625","95891.5625","95891.5625"
"168","94381.4453125","94381.4453125","94381.4453125","51154.53125","51154.53125","51154.53125","190295.546875","190295.546875","190295.546875","","","","95760.21875","95760.21875","95760.21875"
"169","94489.5546875","94489.5546875","94489.5546875","51090.92578125","51090.92578125","51090.92578125","189015.046875","189015.046875","189015.046875","","","","95906.3828125","95906.3828125","95906.3828125"
"170","94464.0546875","94464.0546875","94464.0546875","51117.9609375","51117.9609375","51117.9609375","191538.84375","191538.84375","191538.84375","","","","96304.53125","96304.53125","96304.53125"
"171","94326.2890625","94326.2890625","94326.2890625","51066.08203125","51066.08203125","51066.08203125","188076.34375","188076.34375","188076.34375","","","","95928.421875","95928.421875","95928.421875"
"172","94017.03125","94017.03125","94017.03125","51073.35546875","51073.35546875","51073.35546875","189432.234375","189432.234375","189432.234375","","","","96170.2890625","96170.2890625","96170.2890625"
"173","94356.7890625","94356.7890625","94356.7890625","51135.82421875","51135.82421875","51135.82421875","189618.28125","189618.28125","189618.28125","","","","95926.546875","95926.546875","95926.546875"
"174","94353.765625","94353.765625","94353.765625","51071.1953125","51071.1953125","51071.1953125","189921.828125","189921.828125","189921.828125","","","","96570.734375","96570.734375","96570.734375"
"175","93882.34375","93882.34375","93882.34375","51068.48046875","51068.48046875","51068.48046875","191079.75","191079.75","191079.75","","","","95645.3515625","95645.3515625","95645.3515625"
"176","94565","94565","94565","51028.75","51028.75","51028.75","189637.875","189637.875","189637.875","","","","95953.6171875","95953.6171875","95953.6171875"
"177","94336.4609375","94336.4609375","94336.4609375","51067.09765625","51067.09765625","51067.09765625","190175.640625","190175.640625","190175.640625","","","","96050.71875","96050.71875","96050.71875"
"178","94691.609375","94691.609375","94691.609375","51076.55078125","51076.55078125","51076.55078125","190112.84375","190112.84375","190112.84375","","","","96123.828125","96123.828125","96123.828125"
"179","93939.90625","93939.90625","93939.90625","51115.4921875","51115.4921875","51115.4921875","188762.59375","188762.59375","188762.59375","","","","96138.5078125","96138.5078125","96138.5078125"
"180","93791.15625","93791.15625","93791.15625","51136.09375","51136.09375","51136.09375","190014.140625","190014.140625","190014.140625","","","","96106.1640625","96106.1640625","96106.1640625"
"181","93681.578125","93681.578125","93681.578125","51071.07421875","51071.07421875","51071.07421875","189098.5","189098.5","189098.5","","","","95886.5859375","95886.5859375","95886.5859375"
"182","94347.1796875","94347.1796875","94347.1796875","51063.2578125","51063.2578125","51063.2578125","189692.578125","189692.578125","189692.578125","","","","96013.6796875","96013.6796875","96013.6796875"
"183","94610.7890625","94610.7890625","94610.7890625","51062.48046875","51062.48046875","51062.48046875","189640.265625","189640.265625","189640.265625","","","","96245.9609375","96245.9609375","96245.9609375"
"184","94528.2109375","94528.2109375","94528.2109375","51044.69140625","51044.69140625","51044.69140625","189542.828125","189542.828125","189542.828125","","","","95729.734375","95729.734375","95729.734375"
"185","93938.453125","93938.453125","93938.453125","50993.02734375","50993.02734375","50993.02734375","189396.90625","189396.90625","189396.90625","","","","95960.3046875","95960.3046875","95960.3046875"
"186","93787.46875","93787.46875","93787.46875","50904.828125","50904.828125","50904.828125","189259.953125","189259.953125","189259.953125","","","","95914.4765625","95914.4765625","95914.4765625"
"187","94257.5703125","94257.5703125","94257.5703125","50795.20703125","50795.20703125","50795.20703125","184772.1875","184772.1875","184772.1875","","","","96469.6171875","96469.6171875","96469.6171875"
"188","94442.96875","94442.96875","94442.96875","50849.89453125","50849.89453125","50849.89453125","192238.03125","192238.03125","192238.03125","","","","96099.375","96099.375","96099.375"
"189","93566.7578125","93566.7578125","93566.7578125","50872.6875","50872.6875","50872.6875","189332.546875","189332.546875","189332.546875","","","","96062.8203125","96062.8203125","96062.8203125"
"190","94845.984375","94845.984375","94845.984375","50859.375","50859.375","50859.375","189955.828125","189955.828125","189955.828125","","","","94969.3203125","94969.3203125","94969.3203125"
"191","93495.5546875","93495.5546875","93495.5546875","50961.2109375","50961.2109375","50961.2109375","189001.484375","189001.484375","189001.484375","","","","96632.7421875","96632.7421875","96632.7421875"
"192","93954.0390625","93954.0390625","93954.0390625","51020.2890625","51020.2890625","51020.2890625","190021.6875","190021.6875","190021.6875","","","","96043.28125","96043.28125","96043.28125"
"193","93829.28125","93829.28125","93829.28125","51070.609375","51070.609375","51070.609375","189009.140625","189009.140625","189009.140625","","","","96060.4765625","96060.4765625","96060.4765625"
"194","93667.6796875","93667.6796875","93667.6796875","51040.453125","51040.453125","51040.453125","190507.265625","190507.265625","190507.265625","","","","96469.6015625","96469.6015625","96469.6015625"
"195","94654.8515625","94654.8515625","94654.8515625","51051.05078125","51051.05078125","51051.05078125","188848.109375","188848.109375","188848.109375","","","","95873.2890625","95873.2890625","95873.2890625"
"196","94481.7421875","94481.7421875","94481.7421875","51059.30078125","51059.30078125","51059.30078125","189157.6875","189157.6875","189157.6875","","","","95677.5546875","95677.5546875","95677.5546875"
"197","94305.0234375","94305.0234375","94305.0234375","51117.015625","51117.015625","51117.015625","189631.0625","189631.0625","189631.0625","","","","96048.9921875","96048.9921875","96048.9921875"
"198","93799.3359375","93799.3359375","93799.3359375","51126.06640625","51126.06640625","51126.06640625","189550.890625","189550.890625","189550.890625","","","","96283.703125","96283.703125","96283.703125"
"199","94547.9375","94547.9375","94547.9375","51116.765625","51116.765625","51116.765625","189942.421875","189942.421875","189942.421875","","","","95615.9453125","95615.9453125","95615.9453125"
"200","47607.34765625","47607.34765625","47607.34765625","31495.279296875","31495.279296875","31495.279296875","126714.8046875","126714.8046875","126714.8046875","","","","57672.95703125","57672.95703125","57672.95703125"
"201","66396.1953125","66396.1953125","66396.1953125","42972.44140625","42972.44140625","42972.44140625","118874.578125","118874.578125","118874.578125","","","","65272.84765625","65272.84765625","65272.84765625"
"202","94211.3359375","94211.3359375","94211.3359375","51173.61328125","51173.61328125","51173.61328125","194304.21875","194304.21875","194304.21875","","","","96095.2734375","96095.2734375","96095.2734375"
"203","93851.9453125","93851.9453125","93851.9453125","51059.05859375","51059.05859375","51059.05859375","188992.8125","188992.8125","188992.8125","","","","96190.0859375","96190.0859375","96190.0859375"
"204","94475.9375","94475.9375","94475.9375","50993.71484375","50993.71484375","50993.71484375","191125.09375","191125.09375","191125.09375","","","","96217.609375","96217.609375","96217.609375"
"205","94276.78125","94276.78125","94276.78125","50966.9140625","50966.9140625","50966.9140625","188431.859375","188431.859375","188431.859375","","","","96059.8359375","96059.8359375","96059.8359375"
"206","94159.3203125","94159.3203125","94159.3203125","50824.27734375","50824.27734375","50824.27734375","189224.34375","189224.34375","189224.34375","","","","96136.65625","96136.65625","96136.65625"
"207","94065.359375","94065.359375","94065.359375","50878.52734375","50878.52734375","50878.52734375","190219.671875","190219.671875","190219.671875","","","","95572.7734375","95572.7734375","95572.7734375"
"208","94495.8828125","94495.8828125","94495.8828125","50865.5546875","50865.5546875","50865.5546875","190666.265625","190666.265625","190666.265625","","","","95881.375","95881.375","95881.375"
"209","93721.6796875","93721.6796875","93721.6796875","50828.96484375","50828.96484375","50828.96484375","189941.125","189941.125","189941.125","","","","95939.140625","95939.140625","95939.140625"
"210","94441.9375","94441.9375","94441.9375","50787.83203125","50787.83203125","50787.83203125","190214.5","190214.5","190214.5","","","","96205.8359375","96205.8359375","96205.8359375"
"211","93884.015625","93884.015625","93884.015625","50735.70703125","50735.70703125","50735.70703125","188008.65625","188008.65625","188008.65625","","","","95609.140625","95609.140625","95609.140625"
"212","94158.1328125","94158.1328125","94158.1328125","50729.05078125","50729.05078125","50729.05078125","189488.1875","189488.1875","189488.1875","","","","95951.3046875","95951.3046875","95951.3046875"
"213","93960.8359375","93960.8359375","93960.8359375","50750.64453125","50750.64453125","50750.64453125","189338.1875","189338.1875","189338.1875","","","","95970.1640625","95970.1640625","95970.1640625"
"214","94260.03125","94260.03125","94260.03125","50826.16796875","50826.16796875","50826.16796875","189590.65625","189590.65625","189590.65625","","","","95963.265625","95963.265625","95963.265625"
"215","95015.46875","95015.46875","95015.46875","50928.328125","50928.328125","50928.328125","189464.703125","189464.703125","189464.703125","","","","95971.6484375","95971.6484375","95971.6484375"
"216","94185.75","94185.75","94185.75","50938.34375","50938.34375","50938.34375","189012.96875","189012.96875","189012.96875","","","","95897.9140625","95897.9140625","95897.9140625"
"217","94676.046875","94676.046875","94676.046875","51081.5546875","51081.5546875","51081.5546875","190659.25","190659.25","190659.25","","","","95917.7734375","95917.7734375","95917.7734375"
"218","94077.9609375","94077.9609375","94077.9609375","51067.625","51067.625","51067.625","188520.96875","188520.96875","188520.96875","","","","95960.921875","95960.921875","95960.921875"
"219","94206.453125","94206.453125","94206.453125","51076.109375","51076.109375","51076.109375","189331.328125","189331.328125","189331.328125","","","","96247.9921875","96247.9921875","96247.9921875"
"220","94287.0078125","94287.0078125","94287.0078125","51031.03515625","51031.03515625","51031.03515625","189350.078125","189350.078125","189350.078125","","","","95813.2109375","95813.2109375","95813.2109375"
"221","93975.9765625","93975.9765625","93975.9765625","50984.734375","50984.734375","50984.734375","189474.859375","189474.859375","189474.859375","","","","96141.5390625","96141.5390625","96141.5390625"
"222","94329.7734375","94329.7734375","94329.7734375","50969.0859375","50969.0859375","50969.0859375","190566.296875","190566.296875","190566.296875","","","","95978.6171875","95978.6171875","95978.6171875"
"223","94530.625","94530.625","94530.625","50858.1171875","50858.1171875","50858.1171875","188216.03125","188216.03125","188216.03125","","","","95964.09375","95964.09375","95964.09375"
"224","93869.71875","93869.71875","93869.71875","49506.5390625","49506.5390625","49506.5390625","189832.5","189832.5","189832.5","","","","96120.59375","96120.59375","96120.59375"
"225","94206.890625","94206.890625","94206.890625","50887.1015625","50887.1015625","50887.1015625","190936.671875","190936.671875","190936.671875","","","","96233.4140625","96233.4140625","96233.4140625"
